id,log_id,risk,incident_category,title,text,source,notes,createdAt,updatedAt
290,LOG-1763289074095-256,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763289074095-256] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T10:31:10.007Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 정상적인 백업 작업 로그로, 시스템 상태 확인 및 모니터링 범주에 해당합니다. 외부 전송이나 민감정보 노출 의심 패턴이 없으며, 백업 대상 경로에 마스킹된 민감정보 토큰([EMAIL], [PHONE] 등)이 포함되지 않았습니다. 작업 상태(OK)와 지속 시간(271초)이 정상 범위입니다.
- 대응 권고: 1) 백업 로그에 민감정보가 실수로 포함되지 않았는지 주기적으로 검증(정규식 기반 키워드 검사 권장). 2) 백업 저장소의 접근 제어 목록(ACL)을 확인하여 불필요한 외부 접근 차단. 3) 백업 파일의 암호화 여부 및 전송 구간 보안 프로토콜(TLS 1.2+) 적용 상태 점검

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:31:10.007Z cron[backup] INFO job=nightly_full_backup status=OK duration=271s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T10:34:30.159Z,2025-11-16T10:34:30.159Z
291,LOG-1763289077513-17,High,exfiltration,[High] CRM 시스템 / exfiltration,"[#LOG-1763289077513-17] CRM 시스템 / exfiltration

- 발생 시각: 2025-11-16T10:31:12.012Z
- 최종 위험도: High
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: CRM 시스템에서 3,403명의 고객 레코드(이름, [PHONE], [EMAIL] 필드 포함)를 CSV 형식으로 대량 내보내기(export) 수행. 이는 개인정보 유출(exfiltration) 가능성이 높은 행위. 특히 'recent_signup&vip' 필터 적용으로 민감 대상 데이터를 선별적으로 유출한 정황이 있음. 대량 데이터 전송 시 외부 공유 또는 비인가 접근으로 이어질 수 있어 고위험으로 판단
- 대응 권고: 1) 해당 export 작업의 사유 및 접근 권한을 즉시 확인. 2) CSV 파일 저장 위치 및 외부 전송 여부 조사. 3) customer 데이터 접근 로그를 역추적하여 추가 유출 가능성 분석. 4) 대량 데이터 내보내기 시 승인 프로세스 강화 및 감사 로그 활성화. 5) 사용자 'sales_lead'의 계정 권한 재검증 및 필요 시 일시 정지

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:31:12.012Z CRM[export] INFO user=sales_lead op=export object=customer rows=3403 fields=""name,phone,email"" filter=""recent_signup&vip"" format=csv",CRM 시스템,,2025-11-16T10:34:30.164Z,2025-11-16T10:34:30.164Z
292,LOG-1763289089145-831,Medium,credential_abuse,[Medium] 로그인 게이트웨이 / credential_abuse,"[#LOG-1763289089145-831] 로그인 게이트웨이 / credential_abuse

- 발생 시각: 2025-11-16T10:31:26.007Z
- 최종 위험도: Medium
- PII 요약: 민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).
- 위험도 판단 근거: 관리자 계정(admin01)에 대해 5회의 연속된 로그인 실패가 발생했으나, 계정 잠금(lockout)은 활성화되지 않아 추가 공격 가능성이 존재합니다. 로그인 시도 근원지(src_ip=[IP])에 대한 추가 검증이 필요하며, 비정상적인 접근 패턴을 감시하는 것이 중요합니다.
- 대응 권고: 1. [IP]에 대한 네트워크 접근 차단 또는 제한 조치 검토 2. 관리자 계정 로그인 정책 강화(다중인증 적용, 잠금 임계값 조정) 3. 최근 24시간 내 동일 계정의 비정상적인 활동 추가 조사 4. 로그인 실패 이벤트 모니터링을 위한 SIEM 룰 업데이트

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:31:26.007Z LOGIN_GW[auth] WARN too_many_failed_login user=admin01 fail_count=5 src_ip=[IP] lockout=false",로그인 게이트웨이,,2025-11-16T10:35:30.118Z,2025-11-16T10:35:30.118Z
293,LOG-1763289089274-168,High,exfiltration,[High] 오브젝트 스토리지 / exfiltration,"[#LOG-1763289089274-168] 오브젝트 스토리지 / exfiltration

- 발생 시각: 2025-11-16T10:31:24.008Z
- 최종 위험도: High
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: cloud_user 사용자가 internal-docs 버킷 내 project_plan_v2.pdf 객체에 만료 기한 없이 퍼블릭 링크(public-read ACL)를 생성하여 외부 공개 상태. 내부 문서 유출(exfiltration) 위험성이 매우 높은 설정 오류(misconfiguration)로 판단됨
- 대응 권고: 1. 즉시 퍼블릭 링크 생성 취소 및 ACL 재설정(최소 권한 원칙 적용). 2. cloud_user 계정에 대한 권한 검토 및 불필요한 퍼블릭 액세스 권한 제거. 3. S3 버킷 전반에 대한 퍼블릭 액세스 차단 정책 적용 확인. 4. 사용자 보안 교육 실시(내부 문서 외부 공유 금지). 5. 이상 접근 로그 추가 분석을 통한 2차 유출 여부 확인

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:31:24.008Z S3GW[audit] WARN user=cloud_user created_public_link bucket=""internal-docs"" object=""project_plan_v2.pdf"" expiry=none acl=""public-read""",오브젝트 스토리지,,2025-11-16T10:35:30.128Z,2025-11-16T10:35:30.128Z
294,LOG-1763289091737-922,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763289091737-922] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T10:31:28.008Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 정기 백업(cron job) 로그로, 시스템 정상 운영을 위한 nightly_full_backup 작업이 785초 동안 완료된 이력입니다. 오류가 없으며(erros=0), 대상 저장소(target)도 내부 NAS(nas01:/backup/db_full)로 확인되어 외부 유출이나 비정상 접근 흔적이 없습니다. 민감정보 마스킹 토큰도 포함되어 있지 않습니다.
- 대응 권고: 별도의 조치가 필요하지 않은 정상 시스템 동작입니다. 다만 백업 로그에 대한 주기적인 무결성 검증 및 저장 경로 접근 권한 검토를 권장합니다.

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:31:28.008Z cron[backup] INFO job=nightly_full_backup status=OK duration=785s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T10:35:30.138Z,2025-11-16T10:35:30.138Z
295,LOG-1763289095218-234,High,credential_abuse,[High] 웹 애플리케이션 / credential_abuse,"[#LOG-1763289095218-234] 웹 애플리케이션 / credential_abuse

- 발생 시각: 2025-11-16T10:31:30.011Z
- 최종 위험도: High
- PII 요약: 민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).
- 위험도 판단 근거: SQL 삽입 공격 시도 탐지. 사용자 'tester'가 로그인 페이지에서 비정상적인 SQL 쿼리(' OR '1'='1')를 입력하여 데이터베이스 조작 시도. WAF에서 차단되었으나, 계정 탈취 또는 시스템 접근 시도 가능성이 있는 고위험 행위
- 대응 권고: 1. WAF 로그 추가 분석을 통한 동일 패턴 공격 여부 확인 2. 해당 src_ip=[IP] 차단 및 이상 트래픽 모니터링 강화 3. 사용자 'tester' 계정 활동 검토(불법 접근 가능성 확인) 4. 로그인 페이지 입력값 검증 로직 강화 검토 5. 유사 공격 시도에 대한 실시간 알림 설정

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:31:30.011Z WEB_APP[waf] WARN sqli_detected user=tester src_ip=[IP] uri=""/login"" param=""id=' OR '1'='1"" action=blocked",웹 애플리케이션,,2025-11-16T10:35:30.147Z,2025-11-16T10:35:30.147Z
296,LOG-1763289095366-238,Medium,credential_abuse,[Medium] 로그인 게이트웨이 / credential_abuse,"[#LOG-1763289095366-238] 로그인 게이트웨이 / credential_abuse

- 발생 시각: 2025-11-16T10:31:32.008Z
- 최종 위험도: Medium
- PII 요약: 민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).
- 위험도 판단 근거: admin01 계정에 대한 10회의 연속 로그인 실패 시도가 발생했으며, 이는 계정 탈취 시도를 위한 무차별 대입 공격(Brute Force) 가능성이 있음. 다만, lockout=false로 계정 잠금이 활성화되지 않은 상태이므로 추가 공격 시도가 지속될 위험이 존재. src_ip=[IP]로 외부 IP에서 발생한 접근 시도는 계정 악용(credential_abuse) 범주에 해당함.
- 대응 권고: 1) 해당 src_ip=[IP]에 대한 네트워크 차단 조치 수행. 2) admin01 계정의 비밀번호 즉시 재설정 및 계정 잠금 정책 강화(5회 이상 실패 시 잠금). 3) 로그인 실패 이벤트 모니터링 강화 및 다단계 인증(MFA) 적용 검토. 4) 관리자 계정에 대한 접근 로그 즉시 감사 수행.

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:31:32.008Z LOGIN_GW[auth] WARN too_many_failed_login user=admin01 fail_count=10 src_ip=[IP] lockout=false",로그인 게이트웨이,,2025-11-16T10:35:30.155Z,2025-11-16T10:35:30.155Z
297,LOG-1763289113607-213,High,exfiltration,[High] CRM 시스템 / exfiltration,"[#LOG-1763289113607-213] CRM 시스템 / exfiltration

- 발생 시각: 2025-11-16T10:31:48.008Z
- 최종 위험도: High
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: CRM 시스템에서 2,245명의 고객 정보(이름, [PHONE], [EMAIL])를 CSV 형식으로 대량 다운로드한 이력이 확인되었습니다. 'recent_signup&vip' 필터 조건으로 특정 고객 그룹을 대상으로 한 선택적 데이터 추출이 발생했으며, 이는 개인정보 유출(exfiltration) 시도로 판단될 수 있는 명확한 징후입니다. 대량 데이터 전송은 내부 정책 위반 또는 외부 유출로 이어질 수 있어 높은 위험도가 요구됩니다.
- 대응 권고: 1. 해당 사용자(sales_lead)의 접근 권한 및 작업 이력 즉시 검토 2. 다운로드된 CSV 파일 추적 및 외부 전송 여부 확인 3. 고객 데이터 대량 조회 시 다중 인증(MFA) 또는 승인 프로세스 도입 검토 4. 데이터 반출 로깅 강화 및 실시간 모니터링 시스템 적용

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:31:48.008Z CRM[export] INFO user=sales_lead op=export object=customer rows=2245 fields=""name,phone,email"" filter=""recent_signup&vip"" format=csv",CRM 시스템,,2025-11-16T10:35:30.164Z,2025-11-16T10:35:30.164Z
298,LOG-1763289115726-156,High,exfiltration,[High] 오브젝트 스토리지 / exfiltration,"[#LOG-1763289115726-156] 오브젝트 스토리지 / exfiltration

- 발생 시각: 2025-11-16T10:31:52.007Z
- 최종 위험도: High
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: cloud_user 사용자가 'internal-docs' 버킷 내 'project_plan_v2.pdf' 객체에 만료 기한 없이(public-read ACL) 공개된 링크를 생성함. 내부 문서가 외부에 무제한 노출될 수 있는 심각한 설정 오류로, 의도치 않은 데이터 유출 가능성이 높음
- 대응 권고: 1. 즉시 생성된 공개 링크 삭제 및 버킷 ACL 'private'로 변경 2. 사용자 cloud_user의 최근 활동 로그 추가 조사 3. S3 버킷에 대한 퍼블릭 액세스 방지 정책 강제 적용 4. 내부 문서 취급 관련 보안 교육 실시

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:31:52.007Z S3GW[audit] WARN user=cloud_user created_public_link bucket=""internal-docs"" object=""project_plan_v2.pdf"" expiry=none acl=""public-read""",오브젝트 스토리지,,2025-11-16T10:35:30.173Z,2025-11-16T10:35:30.173Z
299,LOG-1763289118672-474,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763289118672-474] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T10:31:54.009Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 정상 백업 작업이 완료되었으며, 외부 전송이나 비정상적 데이터 접근이 확인되지 않음. 로그 내 민감정보 토큰([EMAIL], [PHONE] 등)이 포함되지 않았고, 설정된 NAS 경로(nas01:/backup/db_full)로의 일반적인 백업 활동으로 판단됨.
- 대응 권고: 1. 백업 로그 주기적 검토를 통해 권한 없는 접근 또는 비정상 파일 전송 여부 모니터링. 2. 백업 대상 경로의 접근 제어 리스트(ACL) 정기 점검. 3. 백업 작업 실패 시 즉시 알림 설정 확인.

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:31:54.009Z cron[backup] INFO job=nightly_full_backup status=OK duration=394s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T10:35:30.182Z,2025-11-16T10:35:30.182Z
300,LOG-1763289134464-861,Medium,exfiltration,[Medium] CRM 시스템 / exfiltration,"[#LOG-1763289134464-861] CRM 시스템 / exfiltration

- 발생 시각: 2025-11-16T10:32:10.007Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: user=analyst01이 CRM 시스템에서 3,975명의 고객 레코드(name, [PHONE], [EMAIL] 필드 포함)를 CSV 형식으로 대량 조회한 이력이 확인되었습니다. 'recent_signup&vip' 필터로 특정 고객 그룹을 대상으로 했지만, 대량 데이터 추출 및 외부 전송 가능성으로 인해 중간 수준의 위험이 존재합니다. 업무 목적 확인 없이 자동화된 대량 데이터 내보내기는 개인정보 유출(exfiltration) 위험이 있으므로 추가 검토가 필요합니다.
- 대응 권고: 1) analyst01 계정에 해당 작업 권한 부여 적정성 확인 (최소 권한 원칙 준수 여부) 2) 내보낸 CSV 파일의 저장 위치 및 외부 전송 이력 추적 3) 대량 데이터 조회 시 2차 승인 프로세스 적용 검토 4) 향후 사용자 행동 분석(UEBA)을 통한 비정상적 데이터 접근 패턴 모니터링 강화

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:32:10.007Z CRM[export] INFO user=analyst01 op=export object=customer rows=3975 fields=""name,phone,email"" filter=""recent_signup&vip"" format=csv",CRM 시스템,,2025-11-16T10:35:30.190Z,2025-11-16T10:35:30.190Z
301,LOG-1763289136659-635,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763289136659-635] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T10:32:14.006Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 정상적인 nightly_full_backup 작업이 완료되었음을 나타내는 로그입니다. 외부 전송이나 비정상적인 데이터 접근이 없으며, 백업 작업은 시스템 운영상 정상적으로 발생하는 활동입니다. errors=0으로 작업 성공 및 안정성 확인 가능합니다.
- 대응 권고: 정상 백업 작업으로 판단되나, 주기적으로 백업 대상 경로(/backup/db_full) 및 접근 권한 검토를 수행할 것. 백업 파일의 암호화 여부 및 보관 주기 정책 준수 여부 추가 확인이 필요합니다.

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:32:14.006Z cron[backup] INFO job=nightly_full_backup status=OK duration=566s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T10:35:30.198Z,2025-11-16T10:35:30.198Z
302,LOG-1763289136860-950,High,credential_abuse,[High] 로그인 게이트웨이 / credential_abuse,"[#LOG-1763289136860-950] 로그인 게이트웨이 / credential_abuse

- 발생 시각: 2025-11-16T10:32:12.008Z
- 최종 위험도: High
- PII 요약: 민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).
- 위험도 판단 근거: admin 계정으로 MFA 우회 시도가 3회 발생했으며, 다중 국가(US,KR,DE)에서 접속 시도 후 차단되었음. 관리자 계정은 높은 권한을 가진 사용자이므로 무단 접근 시도는 심각한 보안 위협으로 판단됨
- 대응 권고: 1. 사용자 계정 활동 로그 추가 분석 및 MFA 설정 확인 2. 관리자 계정 비밀번호 즉시 재설정 및 접근 권한 검토 3. src_ip=[IP] 차단 및 유사 패턴 실시간 모니터링 강화 4. 사용자 위치 기반 접근 제어 정책 검토

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:32:12.008Z LOGIN_GW[auth] ALERT mfa_bypass_suspected user=admin src_ip=[IP] geo=""US,KR,DE"" attempts=3 result=blocked",로그인 게이트웨이,,2025-11-16T10:38:30.145Z,2025-11-16T10:38:30.145Z
303,LOG-1763289142793-611,Medium,exfiltration,[Medium] 시스템 배치/감사 / exfiltration,"[#LOG-1763289142793-611] 시스템 배치/감사 / exfiltration

- 발생 시각: 2025-11-16T10:32:20.007Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 데이터 유출/공격/오류 관련 키워드가 포함되어 있음.
- 대응 권고: 보안 담당자 검토 및 필요 시 규칙/정책 강화.

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:32:20.007Z cron[backup] INFO job=nightly_full_backup status=OK duration=510s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T10:38:30.158Z,2025-11-16T10:38:30.158Z
304,LOG-1763289145604-709,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763289145604-709] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T10:32:22.008Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 로그 내용은 nightly_full_backup 작업의 정상적인 완료 상태를 보여주며, 외부 전송이나 계정 악용과 관련된 이상징후가 없습니다. backup 대상 경로(nas01:/backup/db_full)가 내부 저장소로 확인되며, 오류 없이 455초 동안 성공적으로 수행되었습니다.
- 대응 권고: 정상 백업 작업 로깅으로 판단되며 특별한 조치가 필요하지 않습니다. 다만, 백업 데이터의 암호화 여부 및 접근 제어 정책을 주기적으로 점검할 것을 권장합니다.

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:32:22.008Z cron[backup] INFO job=nightly_full_backup status=OK duration=455s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T10:38:30.164Z,2025-11-16T10:38:30.164Z
305,LOG-1763289154534-18,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763289154534-18] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T10:32:30.010Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 로그 내용은 nightly_full_backup 작업이 정상적으로 완료되었음을 나타내며, 외부 전송이나 의심스러운 행동이 확인되지 않습니다. 백업 대상 경로(nas01:/backup/db_full)는 내부 시스템으로 보이며, 오류 없이 완료되었습니다.
- 대응 권고: 백업 작업의 정상 수행 여부를 주기적으로 모니터링하세요. 백업 대상 경로가 외부에 노출되지 않도록 접근 제어를 재확인하고, 백업 로그에 민감정보가 실수로 포함되지 않았는지 추가 점검하시기 바랍니다.

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:32:30.010Z cron[backup] INFO job=nightly_full_backup status=OK duration=648s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T10:38:30.170Z,2025-11-16T10:38:30.170Z
306,LOG-1763289160707-513,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763289160707-513] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T10:32:38.007Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 로그 내용은 정상적인 nightly_full_backup 작업이 성공적으로 완료되었음을 나타내며, 특별한 오류나 비정상적인 활동이 관찰되지 않음. backup 대상 경로( nas01:/backup/db_full )도 내부 시스템으로 보이는 정상적인 경로임. 마스킹된 민감정보가 포함되어 있지 않음.
- 대응 권고: 정기적인 백업 작업의 정상적인 수행 여부만 모니터링 필요. 백업 파일의 무결성 검증 및 접근 제어 정책 지속 확인 권장. 향후 외부 시스템으로의 전송 또는 비정상적인 시간대 작업 발생 시 추가 조사 필요.

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:32:38.007Z cron[backup] INFO job=nightly_full_backup status=OK duration=562s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T10:38:30.177Z,2025-11-16T10:38:30.177Z
307,LOG-1763289161198-828,High,exfiltration,[High] 파일 서버 / exfiltration,"[#LOG-1763289161198-828] 파일 서버 / exfiltration

- 발생 시각: 2025-11-16T10:32:36.011Z
- 최종 위험도: High
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: Everyone 그룹에게 익명(anonymous) 접근 권한을 부여한 상태에서 1.5GB 용량의 압축 파일(/export/event_campaign_export.zip)을 공유 경로로 설정한 이벤트입니다. 대량 데이터(8331건)가 포함된 파일이 무제한 접근 가능한 상태로 외부에 노출될 경우 개인정보 유출 가능성이 높으며, 특히 파일명에 'export'가 포함된 점에서 의도적 데이터 추출 행위를 의심할 수 있습니다.
- 대응 권고: 1. 즉시 파일 공유 경로 접근 권한 수정(Everyone 권한 삭제, 최소 권한 적용). 2. 파일 내용 검토 후 [EMAIL]/[PHONE]/[CARD]/[RRN] 등 민감정보 포함 여부 확인. 3. 사용자 ops01 계정의 최근 활동 로그 추가 분석(이상 행위 여부). 4. 익명 접근 허용 설정 전반에 대한 긴급 점검 실시

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:32:36.011Z FILESRV[share] ALERT user=ops01 set_share path=""/export/event_campaign_export.zip"" perm=""Everyone,Read"" rows=8331 size=1.5GB link_type=""anonymous""",파일 서버,,2025-11-16T10:38:30.184Z,2025-11-16T10:38:30.184Z
308,LOG-1763289164490-490,High,exfiltration,[High] CRM 시스템 / exfiltration,"[#LOG-1763289164490-490] CRM 시스템 / exfiltration

- 발생 시각: 2025-11-16T10:32:40.006Z
- 최종 위험도: High
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: sales_lead 사용자가 CRM 시스템에서 4,174명의 고객 데이터를 name, [PHONE], [EMAIL] 필드 포함해 xlsx 형식으로 대량 수출한 이력 확인. 필터 조건(recent_signup&vip)에 따른 대량 데이터 추출은 개인정보 유출(exfiltration) 가능성을 시사하며, 특히 외부 전송 가능성이 있는 xlsx 포맷 사용은 위험 수준을 상승시킴
- 대응 권고: 1. 해당 사용자의 접근 권한 및 수출 이력 추가 조사 2. xlsx 파일의 전송 경로 및 저장 위치 확인 3. 고객 데이터 대량 수출에 대한 승인 프로세스 준수 여부 검증 4. 필요 시 해당 사용자 계정 일시 정지 및 데이터 유출 차단 조치 실행

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:32:40.006Z CRM[export] INFO user=sales_lead op=export object=customer rows=4174 fields=""name,phone,email"" filter=""recent_signup&vip"" format=xlsx",CRM 시스템,,2025-11-16T10:38:30.190Z,2025-11-16T10:38:30.190Z
309,LOG-1763289169969-423,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763289169969-423] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T10:32:46.007Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 로그 내용은 nightly_full_backup 작업이 정상적으로 완료되었음을 나타내는 시스템 모니터링 정보입니다. 외부 전송이나 민감정보 노출 등의 의심 정황이 없으며, 백업 대상 경로(NAS)에 대한 공개 설정이나 접근 제어 오류도 확인되지 않습니다. 백업 작업의 정상적인 수행은 일반적인 시스템 운영 절차에 해당합니다.
- 대응 권고: 백업 작업의 무결성 및 접근 권한 주기적 점검, 백업 데이터의 암호화 여부 확인, 백업 로그에 대한 지속적인 모니터링을 수행하세요. 외부 전송 시도가 발견될 경우 즉시 조치해야 합니다.

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:32:46.007Z cron[backup] INFO job=nightly_full_backup status=OK duration=536s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T10:38:30.196Z,2025-11-16T10:38:30.196Z
310,LOG-1763289173249-130,Medium,credential_abuse,[Medium] 로그인 게이트웨이 / credential_abuse,"[#LOG-1763289173249-130] 로그인 게이트웨이 / credential_abuse

- 발생 시각: 2025-11-16T10:32:48.009Z
- 최종 위험도: Medium
- PII 요약: 민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).
- 위험도 판단 근거: admin01 계정에 대한 8회의 연속 로그인 실패가 감지되었습니다. 다중 실패 시도는 계정 악용(credential_abuse) 시도를 의심할 수 있으나, lockout=false 상태로 계정 잠금이 활성화되지 않아 추가 공격 가능성이 남아 있습니다. 관리자 계정의 특성상 위험도가 높으나, 실제 유출 또는 외부 전송 증거가 없어 Medium으로 평가합니다.
- 대응 권고: 1. 즉시 admin01 계정의 로그인 실패 임계값 조정 및 계정 잠금 정책 활성화 검토 2. src_ip=[IP]에 대한 접근 차단 및 추가 활동 모니터링 3. 관리자 계정 패스워드 강제 재설정 및 다중 인증(MFA) 적용 확인 4. 동일 계정의 다른 시스템에서 유사 시도 발생 여부 추적 조사

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:32:48.009Z LOGIN_GW[auth] WARN too_many_failed_login user=admin01 fail_count=8 src_ip=[IP] lockout=false",로그인 게이트웨이,,2025-11-16T10:38:30.203Z,2025-11-16T10:38:30.203Z
311,LOG-1763289175976-778,High,exfiltration,[High] 오브젝트 스토리지 / exfiltration,"[#LOG-1763289175976-778] 오브젝트 스토리지 / exfiltration

- 발생 시각: 2025-11-16T10:32:52.007Z
- 최종 위험도: High
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: cloud_user 사용자가 'internal-docs' 버킷의 'project_plan_v2.pdf' 파일에 공개 링크(public-read ACL)를 생성했으며, 링크 만료 기간(expiry=none)이 설정되지 않아 무제한 접근이 가능한 상태입니다. 내부 문서 버킷에 대한 공개 접근은 명백한 정보 유출 가능성을 내포합니다.
- 대응 권고: 1. 즉시 해당 공개 링크 접근 권한을 취소하고 ACL을 private으로 변경하세요. 2. cloud_user의 최근 활동 로그를 심층 분석하여 비정상적인 접근 여부를 확인하세요. 3. S3 버킷 전체에 대한 ACL/정책 검토를 수행하고, 공개 설정이 필요한 경우 반드시 만료 기간을 지정하도록 정책을 강화하세요. 4. 내부 문서에 대한 외부 공유 승인 프로세스를 도입하세요.

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:32:52.007Z S3GW[audit] WARN user=cloud_user created_public_link bucket=""internal-docs"" object=""project_plan_v2.pdf"" expiry=none acl=""public-read""",오브젝트 스토리지,,2025-11-16T10:38:30.209Z,2025-11-16T10:38:30.209Z
312,LOG-1763289179502-842,High,exfiltration,[High] CRM 시스템 / exfiltration,"[#LOG-1763289179502-842] CRM 시스템 / exfiltration

- 발생 시각: 2025-11-16T10:32:54.007Z
- 최종 위험도: High
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 사용자(analyst01)가 고객 데이터 중 이름(name), 전화번호([PHONE]), 이메일([EMAIL]) 필드를 포함한 4,854건의 대량 데이터를 CSV 형식으로 내보내기(export) 수행. 필터 조건(recent_signup&vip)이 특정 고객 그룹을 대상으로 하며, 이는 내부 정책에 따른 정상적 운영 범위를 벗어날 수 있는 비정상적 대량 데이터 전송 시도로 판단됨. 개인정보 유출(exfiltration) 가능성이 높음
- 대응 권고: 1. 해당 사용자의 최근 30일 간 데이터 접근 이력 및 권한 검토 2. 내보내기 파일 전송 경로(예: 외부 클라우드/이메일) 추적 및 차단 3. CRM 시스템의 데이터 내보내기 기능 접근 제어 정책 강화(다중 승인 절차 도입) 4. 고객 데이터에 대한 암호화 및 토큰화 적용 여부 검증 5. 해당 사용자에 대한 임시 계정 정지 및 보안 인식 교육 실시

--- 로그 본문 (마스킹됨) ---
2025-11-16T10:32:54.007Z CRM[export] INFO user=analyst01 op=export object=customer rows=4854 fields=""name,phone,email"" filter=""recent_signup&vip"" format=csv",CRM 시스템,,2025-11-16T10:39:30.119Z,2025-11-16T10:39:30.119Z
